0.000000,0.000000,0.000000,0.000000,0.000000
68.000000,2.000000,0.000000,0.000000,0.100000
67.986400,2.010191,0.003409,0.000068,0.200000
67.972733,2.020431,0.006836,0.000137,0.300000
67.959000,2.030721,0.010279,0.000206,0.400000
67.945199,2.041060,0.013741,0.000275,0.500000
67.931331,2.051449,0.017220,0.000344,0.600000
67.917396,2.061888,0.020717,0.000414,0.700000
67.903392,2.072377,0.024231,0.000485,0.800000
67.889320,2.082916,0.027764,0.000555,0.900000
67.875179,2.093507,0.031314,0.000626,1.000000
67.860969,2.104148,0.034883,0.000698,1.100000
67.846690,2.114840,0.038469,0.000769,1.200000
67.832342,2.125584,0.042074,0.000841,1.300000
67.817923,2.136379,0.045697,0.000914,1.400000
67.803435,2.147226,0.049339,0.000987,1.500000
67.788876,2.158125,0.052999,0.001060,1.600000
67.774246,2.169076,0.056678,0.001134,1.700000
67.759546,2.180080,0.060375,0.001207,1.800000
67.744773,2.191136,0.064091,0.001282,1.900000
67.729930,2.202245,0.067826,0.001357,2.000000
67.715014,2.213406,0.071580,0.001432,2.100000
67.700026,2.224622,0.075352,0.001507,2.200000
67.684965,2.235890,0.079144,0.001583,2.300000
67.669831,2.247213,0.082956,0.001659,2.400000
67.654625,2.258589,0.086786,0.001736,2.500000
67.639344,2.270020,0.090636,0.001813,2.600000
67.623990,2.281505,0.094505,0.001890,2.700000
67.608562,2.293044,0.098394,0.001968,2.800000
67.593059,2.304639,0.102303,0.002046,2.900000
67.577481,2.316288,0.106231,0.002125,3.000000
67.561828,2.327993,0.110179,0.002204,3.100000
67.546100,2.339753,0.114148,0.002283,3.200000
67.530295,2.351569,0.118136,0.002363,3.300000
67.514415,2.363441,0.122144,0.002443,3.400000
67.498459,2.375369,0.126173,0.002523,3.500000
67.482425,2.387353,0.130222,0.002604,3.600000
67.466315,2.399394,0.134291,0.002686,3.700000
67.450127,2.411492,0.138381,0.002768,3.800000
67.433861,2.423647,0.142491,0.002850,3.900000
67.417518,2.435860,0.146623,0.002932,4.000000
67.401096,2.448129,0.150775,0.003015,4.100000
67.384595,2.460457,0.154948,0.003099,4.200000
67.368016,2.472843,0.159142,0.003183,4.300000
67.351356,2.485287,0.163357,0.003267,4.400000
67.334618,2.497789,0.167593,0.003352,4.500000
67.317799,2.510351,0.171851,0.003437,4.600000
67.300900,2.522971,0.176130,0.003523,4.700000
67.283920,2.535650,0.180430,0.003609,4.800000
67.266859,2.548389,0.184752,0.003695,4.900000
67.249717,2.561187,0.189096,0.003782,5.000000
67.232493,2.574045,0.193462,0.003869,5.100000
67.215187,2.586964,0.197849,0.003957,5.200000
67.197799,2.599942,0.202259,0.004045,5.300000
67.180328,2.612982,0.206691,0.004134,5.400000
67.162774,2.626082,0.211145,0.004223,5.500000
67.145136,2.639243,0.215621,0.004312,5.600000
67.127415,2.652466,0.220119,0.004402,5.700000
67.109610,2.665750,0.224641,0.004493,5.800000
67.091720,2.679095,0.229185,0.004584,5.900000
67.073745,2.692503,0.233751,0.004675,6.000000
67.055686,2.705973,0.238341,0.004767,6.100000
67.037541,2.719506,0.242953,0.004859,6.200000
67.019310,2.733102,0.247589,0.004952,6.300000
67.000993,2.746760,0.252247,0.005045,6.400000
66.982589,2.760481,0.256929,0.005139,6.500000
66.964099,2.774267,0.261635,0.005233,6.600000
66.945521,2.788115,0.266364,0.005327,6.700000
66.926856,2.802028,0.271116,0.005422,6.800000
66.908103,2.816005,0.275892,0.005518,6.900000
66.889261,2.830046,0.280692,0.005614,7.000000
66.870331,2.844152,0.285516,0.005710,7.100000
66.851313,2.858323,0.290364,0.005807,7.200000
66.832204,2.872559,0.295236,0.005905,7.300000
66.813006,2.886861,0.300133,0.006003,7.400000
66.793718,2.901228,0.305054,0.006101,7.500000
66.774340,2.915661,0.309999,0.006200,7.600000
66.754871,2.930160,0.314969,0.006299,7.700000
66.735311,2.944726,0.319963,0.006399,7.800000
66.715659,2.959358,0.324983,0.006500,7.900000
66.695915,2.974058,0.330027,0.006601,8.000000
66.676080,2.988824,0.335097,0.006702,8.100000
66.656151,3.003658,0.340191,0.006804,8.200000
66.636130,3.018559,0.345311,0.006906,8.300000
66.616016,3.033528,0.350456,0.007009,8.400000
66.595807,3.048566,0.355627,0.007113,8.500000
66.575505,3.063671,0.360823,0.007216,8.600000
66.555109,3.078846,0.366046,0.007321,8.700000
66.534617,3.094089,0.371294,0.007426,8.800000
66.514031,3.109401,0.376568,0.007531,8.900000
66.493349,3.124783,0.381868,0.007637,9.000000
66.472571,3.140235,0.387194,0.007744,9.100000
66.451697,3.155756,0.392547,0.007851,9.200000
66.430727,3.171347,0.397926,0.007959,9.300000
66.409659,3.187009,0.403332,0.008067,9.400000
